orf.name	ORF.type	score.(Agg)	score.(iPSC)	score.(MB1)	score.(Gaertner)	coverage.(Agg)	coverage.(iPSC)	coverage.(MB1)	coverage.(Gaertner)	start.(Agg)	start.(iPSC)	start.(MB1)	start.(Gaertner)	end.(Agg)	end.(iPSC)	end.(MB1)	end.(Gaertner)	comment	match.to.riboseq.call	chrom	chromStart	chromEnd	orf.name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts
all2481	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	74670208	74708445	all2481	0	+	74670208	74708445	0,0,0	2	61,125,	0,38112,
all2519	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	75293951	75294011	all2519	0	-	75293951	75294011	0,0,0	1	60,	0,
all2542	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	75482537	75490679	all2542	0	-	75482537	75490679	0,0,0	2	129,99,	0,8043,
all2564	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	84554998	84555100	all2564	0	-	84554998	84555100	0,0,0	1	102,	0,
all2565	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	84648575	84648686	all2565	0	+	84648575	84648686	0,0,0	1	111,	0,
all2620	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	86344614	86345638	all2620	0	+	86344614	86345638	0,0,0	2	107,55,	0,969,
all2686	Variant_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	90399081	90404717	all2686	0	+	90399081	90404717	0,0,0	6	6,31,144,107,136,29,	0,983,2177,4780,5297,5607,
all2727	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	102074353	102076819	all2727	0	-	102074353	102076819	0,0,0	3	114,94,23,	0,647,2443,
all2851	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	122762856	122769078	all2851	0	+	122762856	122769078	0,0,0	5	73,84,117,140,45,	0,2447,4631,5925,6177,
all2852	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	122827583	122829648	all2852	0	+	122827583	122829648	0,0,0	2	63,51,	0,2014,
all2893	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	126957425	126960201	all2893	0	+	126957425	126960201	0,0,0	2	126,6,	0,2770,
all2916	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	139614729	139626801	all2916	0	+	139614729	139626801	0,0,0	4	45,106,94,46,	0,131,8638,12026,
all2937	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	143214021	143222446	all2937	0	+	143214021	143222446	0,0,0	2	67,89,	0,8336,
all3068	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	4115873	4117442	all3068	0	-	4115873	4117442	0,0,0	2	156,135,	0,1434,
all3095	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	7403065	7403390	all3095	0	-	7403065	7403390	0,0,0	2	144,81,	0,244,
all3143	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	20025757	20033187	all3143	0	+	20025757	20033187	0,0,0	4	10,136,146,86,	0,1026,6750,7344,
all3177	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	28651553	28655466	all3177	0	-	28651553	28655466	0,0,0	2	24,180,	0,3733,
all3205	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	30519945	30522378	all3205	0	+	30519945	30522378	0,0,0	2	76,125,	0,2308,
all3264	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	39131978	39136479	all3264	0	+	39131978	39136479	0,0,0	3	90,59,40,	0,1682,4461,
all3281	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	46802951	46803035	all3281	0	-	46802951	46803035	0,0,0	1	84,	0,
all3315	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	47774172	47776968	all3315	0	-	47774172	47776968	0,0,0	2	205,125,	0,2671,
all3396	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	55901871	55903424	all3396	0	-	55901871	55903424	0,0,0	2	484,38,	0,1515,
all3423	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	66436006	66437392	all3423	0	-	66436006	66437392	0,0,0	3	106,160,43,	0,1097,1343,
all3428	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr15	66494435	66495395	all3428	0	-	66494435	66495395	0,0,0	2	117,66,	0,894,
all3482	Trunc_Novel:Known_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	68652021	68657187	all3482	0	+	68652021	68657187	0,0,0	4	30,141,144,87,	0,2090,4284,5079,
all3510	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	79775928	79778567	all3510	0	-	79775928	79778567	0,0,0	2	87,18,	0,2621,
all3518	Trunc_Internal:CDSFrameOverlap_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	80251346	80252716	all3518	0	+	80251346	80252716	0,0,0	2	55,92,	0,1278,
all3569	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	83261910	83274719	all3569	0	-	83261910	83274719	0,0,0	6	56,115,54,72,42,81,	0,3954,11736,11882,12040,12728,
all3585	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	98600751	98604167	all3585	0	-	98600751	98604167	0,0,0	2	42,60,	0,3356,
all3649	Trunc_Novel:Known_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	101200001	101200091	all3649	0	-	101200001	101200091	0,0,0	1	90,	0,
all3690	Trunc_Internal:CDSFrameOverlap_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	113161510	113162917	all3690	0	+	113161510	113162917	0,0,0	2	188,169,	0,1238,
all3734	Trunc_3'UTR:CDSFrameOverlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	160036731	160065065	all3734	0	+	160036731	160065065	0,0,0	5	72,37,149,55,134,	0,6401,12782,14397,28200,
all3803	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	225789305	225789359	all3803	0	+	225789305	225789359	0,0,0	1	54,	0,
all3885	Trunc_Internal:CDSFrameOverlap_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	2757342	2757435	all3885	0	-	2757342	2757435	0,0,0	1	93,	0,
all3905	Trunc_3'UTR:CDSFrameOverlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	10146557	10149965	all3905	0	+	10146557	10149965	0,0,0	2	79,179,	0,3229,
all3979	Trunc_3'UTR:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr13	27665686	27665953	all3979	0	+	27665686	27665953	0,0,0	1	267,	0,
all3991	Trunc_3'UTR:Known_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	28450178	28549173	all3991	0	+	28450178	28549173	0,0,0	5	75,69,177,114,111,	0,171,2299,33873,98884,
all4008	Trunc_Internal:CDSFrameOverlap_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	35160740	35169615	all4008	0	+	35160740	35169615	0,0,0	5	61,90,30,75,50,	0,3415,5401,5510,8825,
all4014	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	35402012	35402060	all4014	0	-	35402012	35402060	0,0,0	1	48,	0,
all4033	Trunc_Internal:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	36009289	36011022	all4033	0	-	36009289	36011022	0,0,0	3	264,117,129,	0,1277,1604,
all4040	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	36553162	36555737	all4040	0	-	36553162	36555737	0,0,0	2	17,55,	0,2520,
all4069	Trunc_3'UTR:Known_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr15	42513428	42531478	all4069	0	+	42513428	42531478	0,0,0	5	19,118,159,145,66,	0,1808,14833,16246,17984,
all4122	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr15	43793722	43793773	all4122	0	+	43793722	43793773	0,0,0	1	51,	0,
all4273	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	75950749	75957327	all4273	0	-	75950749	75957327	0,0,0	3	48,162,3,	0,5225,6575,
all4304	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	77464611	77469249	all4304	0	+	77464611	77469249	0,0,0	5	75,129,102,52,173,	0,927,3471,3845,4465,
all4309	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	77710842	77717561	all4309	0	+	77710842	77717561	0,0,0	3	54,108,66,	0,4929,6653,
all4353	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	770896	774104	all4353	0	-	770896	774104	0,0,0	6	7,112,94,95,108,97,	0,96,436,1530,2625,3111,
all4372	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	5545235	5771429	all4372	0	+	5545235	5771429	0,0,0	3	105,152,139,	0,67933,226055,
all4402	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	18130667	18132139	all4402	0	-	18130667	18132139	0,0,0	2	113,7,	0,1465,
all4407	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	23802462	23808302	all4407	0	-	23802462	23808302	0,0,0	3	102,126,168,	0,1937,5672,
all4450	Trunc_Internal:CDSFrameOverlap_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	33707705	33707963	all4450	0	-	33707705	33707963	0,0,0	1	258,	0,
all4498	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	59035006	59036745	all4498	0	-	59035006	59036745	0,0,0	3	120,103,56,	0,1464,1683,
all4503	Trunc_Novel:CDSFrameOverlap_uORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	63576465	63576531	all4503	0	+	63576465	63576531	0,0,0	1	66,	0,
all4579	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	106311153	106312318	all4579	0	+	106311153	106312318	0,0,0	2	79,26,	0,1139,
all4599	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	132998582	133006883	all4599	0	-	132998582	133006883	0,0,0	3	268,42,125,	0,1549,8176,
all4602	Trunc_3'UTR:CDSFrameOverlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	133391320	133391455	all4602	0	+	133391320	133391455	0,0,0	1	135,	0,
all4619	Trunc_3'UTR:CDSFrameOverlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	140645586	140645652	all4619	0	-	140645586	140645652	0,0,0	1	66,	0,
all4620	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	140645586	140647340	all4620	0	-	140645586	140647340	0,0,0	2	92,85,	0,1669,
all4651	Trunc_3'UTR:CDSFrameOverlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	155138179	155138281	all4651	0	+	155138179	155138281	0,0,0	1	102,	0,
all4664	Trunc_Novel:CDSFrameOverlap_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	155136314	155138281	all4664	0	+	155136314	155138281	0,0,0	5	62,124,162,120,102,	0,513,1246,1664,1865,
all4696	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	93154669	93156458	all4696	0	-	93154669	93156458	0,0,0	2	219,159,	0,1630,
all4739	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	96560681	96565050	all4739	0	+	96560681	96565050	0,0,0	3	30,75,96,	0,2137,4273,
all4752	Trunc_Internal:CDSFrameOverlap_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	108023488	108034357	all4752	0	+	108023488	108034357	0,0,0	4	75,73,117,119,	0,4199,9687,10750,
all4887	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	29447010	29454110	all4887	0	-	29447010	29454110	0,0,0	2	16,95,	0,7005,
all4917	Variant_Extended:Known_Overlap_uORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	46576619	46594146	all4917	0	-	46576619	46594146	0,0,0	3	35,102,34,	0,6608,17493,
all4978	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	89637337	89637840	all4978	0	-	89637337	89637840	0,0,0	2	16,116,	0,387,
all5077	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	197875709	197883666	all5077	0	+	197875709	197883666	0,0,0	2	66,126,	0,7831,
all5093	Trunc_Internal:CDSFrameOverlap_internal	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	214293	214350	all5093	0	+	214293	214350	0,0,0	1	57,	0,
all5128	Trunc_Internal:CDSFrameOverlap_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	8811106	8847825	all5128	0	+	8811106	8847825	0,0,0	4	72,76,116,102,	0,531,1884,36617,
all5282	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	28328651	28328711	all5282	0	-	28328651	28328711	0,0,0	1	60,	0,
all5283	Trunc_3'UTR:CDSFrameOverlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	28477515	28477608	all5283	0	-	28477515	28477608	0,0,0	1	93,	0,
all5290	Trunc_3'UTR:CDSFrameOverlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	35498715	35508210	all5290	0	-	35498715	35508210	0,0,0	9	48,24,72,48,48,57,48,48,6,	0,158,1242,1817,3420,4114,7002,7223,9489,
all5349	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	42810759	42810927	all5349	0	-	42810759	42810927	0,0,0	1	168,	0,
all5377	Trunc_Truncated_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr21	43774201	43774330	all5377	0	-	43774201	43774330	0,0,0	1	129,	0,
all5540	Trunc_3'UTR:CDSFrameOverlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	76115365	76130733	all5540	0	-	76115365	76130733	0,0,0	5	129,111,120,108,78,	0,2298,2709,9283,15290,
all5543	Trunc_3'UTR:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	76115365	76124675	all5543	0	-	76115365	76124675	0,0,0	4	129,111,120,27,	0,2298,2709,9283,
all5601	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	93349949	93358436	all5601	0	+	93349949	93358436	0,0,0	4	84,122,190,120,	0,3690,5941,8367,
all5661	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	108084973	108085102	all5661	0	-	108084973	108085102	0,0,0	1	129,	0,
all5739	Trunc_3'UTR:CDSFrameOverlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	134965308	134968345	all5739	0	+	134965308	134968345	0,0,0	2	78,6,	0,3031,
all5758	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	136791954	136792832	all5758	0	+	136791954	136792832	0,0,0	3	76,108,14,	0,296,864,
all5801	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	154977993	154978777	all5801	0	+	154977993	154978777	0,0,0	2	121,53,	0,731,
all5805	Variant_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	155169439	155173302	all5805	0	-	155169439	155173302	0,0,0	5	121,67,64,155,82,	0,351,3125,3298,3781,
all5819	Variant_Extended:Known_Overlap_uORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	156011886	156020896	all5819	0	-	156011886	156020896	0,0,0	4	1,117,155,9,	0,6365,8126,9001,
all5864	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	207783326	207793591	all5864	0	+	207783326	207793591	0,0,0	4	4,36,64,73,	0,1744,2292,10192,
all5877	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	3190652	3191214	all5877	0	-	3190652	3191214	0,0,0	2	167,25,	0,537,
all5894	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	6449027	6449156	all5894	0	-	6449027	6449156	0,0,0	1	129,	0,
all5914	Trunc_Internal:CDSFrameOverlap_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	7157964	7158081	all5914	0	+	7157964	7158081	0,0,0	1	117,	0,
all5935	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	7927186	7931185	all5935	0	-	7927186	7931185	0,0,0	4	120,111,90,48,	0,470,890,3951,
all6027	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr22	37959423	37967715	all6027	0	+	37959423	37967715	0,0,0	3	53,72,91,	0,7675,8201,
all6064	Trunc_Internal:CDSFrameOverlap_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	39203017	39204648	all6064	0	+	39203017	39204648	0,0,0	3	92,111,124,	0,1059,1507,
all6089	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	39552125	39556532	all6089	0	-	39552125	39556532	0,0,0	2	33,105,	0,4302,
all6094	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	39729521	39729732	all6094	0	-	39729521	39729732	0,0,0	2	84,48,	0,163,
all6183	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	56623787	56624629	all6183	0	-	56623787	56624629	0,0,0	2	56,151,	0,691,
all6201	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	67174703	67175054	all6201	0	+	67174703	67175054	0,0,0	2	241,8,	0,343,
all6203	Variant_Extended:Known_Overlap_uORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	67199167	67199704	all6203	0	+	67199167	67199704	0,0,0	3	237,30,21,	0,385,516,
all6236	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	67870817	67870913	all6236	0	+	67870817	67870913	0,0,0	1	96,	0,
all6287	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr18	79973684	79973843	all6287	0	-	79973684	79973843	0,0,0	1	159,	0,
all6392	Variant_Extended:Known_Overlap_uORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	112086295	112086768	all6392	0	-	112086295	112086768	0,0,0	2	15,129,	0,344,
all6395	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	112504695	112504764	all6395	0	+	112504695	112504764	0,0,0	1	69,	0,
all6479	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	166929587	166931079	all6479	0	-	166929587	166931079	0,0,0	2	204,36,	0,1456,
all6536	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	229441903	229450551	all6536	0	-	229441903	229450551	0,0,0	4	137,89,65,27,	0,3010,7222,8621,
all6572	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	37997404	37997539	all6572	0	-	37997404	37997539	0,0,0	1	135,	0,
all6604	Trunc_Internal:CDSFrameOverlap_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	55740131	55743573	all6604	0	-	55740131	55743573	0,0,0	2	87,93,	0,3349,
all6644	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	116238207	116244024	all6644	0	+	116238207	116244024	0,0,0	3	141,169,116,	0,747,5701,
all6646	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	116778924	116784419	all6646	0	-	116778924	116784419	0,0,0	6	135,66,87,111,90,42,	0,847,3233,3994,4605,5453,
all6661	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	186584528	186585408	all6661	0	+	186584528	186585408	0,0,0	2	61,65,	0,815,
all6773	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	118600633	118600714	all6773	0	+	118600633	118600714	0,0,0	1	81,	0,
all6781	Trunc_Internal:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	184629271	184629442	all6781	0	-	184629271	184629442	0,0,0	1	171,	0,
all6795	Trunc_3'UTR:CDSFrameOverlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	205301	205451	all6795	0	-	205301	205451	0,0,0	1	150,	0,
all6820	Trunc_3'UTR:CDSFrameOverlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	31121832	31121904	all6820	0	-	31121832	31121904	0,0,0	1	72,	0,
